Call,GOTA Call,Final Score,Category,Section,Power Multiplier,Club Name,Participants,Transmitters,Power Source,Total CW QSOs,Total Digital QSOs,Total Phone QSOs,Total QSOs,Bonus Points,Checklog Y/N
W7AWE,,1477,1B1,AZ,1,Arizona Outlaws Contest Club,1,1,G,0,0,1227,1227,250,
W7BI,,2042,5F,WWA,2,Issaquah ARC/SnoVARC/EFR-Fire Corps/NBAT/Issaquah CERTS,30,5,C,0,221,54,275,1050,
W7BU,,808,3A,OR,2,Sunset Empire ARC,11,3,B,0,0,29,29,750,
"W7C (K0FTC, op)",,2200,1B1B,WY,5,Tie Siding WY ARRL FD,1,1,B,0,180,0,180,400,
W7CFV,,626,3AC,MT,2,Clark Fork Valley ARC,5,3,C,0,44,0,44,450,
W7CGA,,674,1E,NM,2,,1,1,B,104,2,0,106,250,
W7CHE,,90,1B2,NTX,2,ARC of Parker Co.,2,1,B,0,4,12,16,50,
W7CLA,,184,1F,OR,2,Clatsop EOC,2,1,C,0,0,17,17,150,
W7CXX,,3034,1D,UT,2,Collins Aerospace Radio Grp.,1,1,C,640,0,212,852,50,Y
W7D,W6PO,4228,2A,OR,2,CARE/Rogue Valley ARC,40,2,G,132,17,751,900,2130,
W7DBA,,0,1D,UT,0,,1,1,C,0,0,14,14,0,Y
W7DBE,,242,1D,NV,2,Sierra Nevada ARS,1,1,C,0,47,2,49,50,
W7DK,,4152,4A,WWA,2,Radio Club of Tacoma,50,4,G,209,309,555,1073,970,
W7DLR,,570,1D,WWA,2,,1,1,C,130,0,0,130,50,
W7DRK,,178,1D,OR,2,,2,1,C,0,27,0,27,70,
W7DTV,,1136,3A,OR,2,Skyline Tower ARC,8,3,B,0,128,87,215,450,
W7DZ,,302,1B1,WWA,2,,1,1,B,60,0,6,66,50,
W7ECA,,650,2F,MT,2,Great Falls ARC,5,2,C,0,36,3,39,500,
W7ED,KE7NLU,1870,2A,MT,2,Gallatin Ham RC,13,2,B,32,28,315,375,1000,
W7EFE,,688,1A,EWA,2,Mountain Mavericks,3,1,G,54,0,161,215,150,
W7EI,,806,1A,AZ,2,Verde Valley ARC,10,1,S,0,0,378,378,50,
W7EK,,1492,2A,WWA,2,Cascade RC,16,2,B,53,118,29,200,750,
W7ES,,494,1D,AZ,2,Tortolita Radio Club,1,1,C,111,0,0,111,50,
W7FD,,126,1D,NV,2,,1,1,C,0,0,38,38,50,
W7GB,,1610,1E,EWA,2,,1,1,B,315,0,0,315,350,
W7GRA,,2340,4A,OR,2,Grande Ronde Radio Amateurs Assn.,18,4,G,0,174,197,371,1250,
W7HAD,,1042,1B1,NE,2,,1,1,B,0,184,28,212,250,
W7HAK,,270,1B1,ID,2,,1,1,B,0,0,10,10,250,
W7HAV,,348,1A,MT,2,Hi-Line ARC,3,1,G,0,0,49,49,250,
W7HEN,,1186,2AC,NV,2,Henderson ARC,75,2,C,0,0,258,258,670,
W7HJL,,1030,1B1,EWA,2,Walla Walla ARC,1,1,G,220,0,0,220,150,
W7HRK,,2996,4A,AZ,2,Hassayampa AR Klub,5,4,G,166,176,389,731,850,
W7II,,450,1D,IA,2,,1,1,C,35,63,4,102,50,
W7IVM,,2404,4A,UT,2,Bridgerland ARC,40,4,G,13,152,147,312,1450,
W7JCR,N7LWM,2726,3A,WWA,2,Jefferson Co. (WA) ARC,20,3,B,138,74,154,366,1570,
W7JFC,,384,2A,ID,2,Eagle Rock ARC,6,2,S,0,0,17,17,350,
W7JZE,,206,1C,AZ,2,,1,1,G,1,0,26,27,150,
W7L,W7FLO,2122,3A,OR,2,Central Oregon Coast ARC,20,3,G,46,128,73,247,1280,
W7LG,,282,1E,WPA,2,,1,1,G,56,0,4,60,50,
W7LT,K7MAX,5205,4AB,OR,5,Portland ARC,38,4,B,242,118,61,421,1300,
W7MIN,,162,1E,AZ,2,Tonto ARA,1,1,B,0,0,6,6,150,
W7MML,,88,1D,OR,2,,1,1,C,0,0,19,19,50,
W7MOT,K7BLT,1868,3A,AZ,2,Motorola ARC of Arizona,15,3,B,66,27,158,251,1180,
W7MRF,,2370,3A,AZ,2,NXP ARC,6,3,B,426,0,58,484,550,
W7MSL,,110,1D,NE,2,Heartland Hams ARC,1,1,C,10,5,0,15,50,
W7N,KM7SC,2589,2A,NV,2,Elko ARC,12,2,B,331,0,215,546,835,
W7ON,,242,1E,AZ,2,Classic Operators Contest Club,1,1,B,11,0,24,35,150,
W7ONO,,440,1D,NV,2,Sierra Nevada ARS,1,1,C,0,0,195,195,50,
W7OSG,,566,1D,ID,2,All Idaho Contest Club,1,1,C,0,129,0,129,50,
W7OTV,,5834,4A,OR,2,Oregon Tualatin Valley ARC,73,4,G,689,228,358,1275,1450,
W7PIG,KJ7FGG,6415,3A,WWA,2,Stanwood-Camano ARC,48,3,G,0,746,583,1329,2265,
W7PL,,562,1B1,OR,2,Bear Mountain Grp.,1,1,B,0,73,0,73,270,
W7POE,,1010,1E,WWA,5,,1,1,B,66,0,0,66,350,
W7PRA,,2228,7A,OR,2,Peak Radio Assn.,8,7,G,45,170,259,474,850,
W7PX,,9128,2A,MT,2,Hellgate ARC,8,2,G,1509,0,1371,2880,350,
W7PXL,,4404,4A,OR,2,Valley RC/Emerald ARS,75,4,B,274,225,469,968,1470,
W7Q,,2898,4A,OR,2,Hoodview ARC,30,4,B,221,131,250,602,990,
W7RCH,,2374,1F,UT,2,Cottonwood Heights ARC,9,1,C,40,176,5,221,1500,
W7RET,,880,1B2,ID,2,,2,1,G,0,0,405,405,70,
W7RL,,758,1E,ID,2,,1,1,B,23,129,0,152,150,
W7RX,,150,1D,OR,2,,1,1,C,25,0,0,25,50,
W7RXJ,W7YAM,1988,4A,OR,2,McMinnville ARC,42,4,B,0,124,41,165,1410,
W7S,,1604,2AC,UT,2,Sandy ARC,30,2,C,0,149,34,183,940,
W7SAA,K7KVN,3132,6A,OR,2,Salem ARC,31,6,B,84,166,371,621,1390,
W7SKA,,1272,4A,WWA,2,Skamania Co. ARES,12,4,G,23,10,45,78,1050,
W7SKY,N7SRR,1522,2A,WWA,2,Sky Valley ARC,10,2,G,0,68,0,68,1250,
W7SP,N7MFQ,3114,4A,UT,2,Utah ARC,35,4,G,137,43,672,852,1050,
W7SU,W0KP,2127,2A,UT,2,Ogden ARC,57,2,G,94,0,258,352,1235,
W7SUA,,164,1B2,AZ,2,,2,1,B,0,0,7,7,150,
W7TA,KB7QOD,3356,7A,NV,2,Sierra Nevada ARS,52,7,G,153,118,151,422,1970,
W7TBC,KG7COA,3918,5A,AZ,2,Thunderbird ARC,28,5,B,0,324,471,795,1680,
W7TCT,,174,1B1,EWA,2,,1,1,B,0,0,12,12,150,
W7TD,,634,3A,EWA,2,Apple City ARC,14,3,B,5,0,82,87,450,
W7TF,,426,1E,ID,2,Idaho Mountain ARS,1,1,B,65,0,8,73,150,
W7TMT,,350,1C,WWA,2,Western WA DX Club,1,1,B,50,0,0,50,150,
W7TRC,,724,1F,AZ,2,Tucson Red Cross RC,4,1,B,1,2,6,9,700,
W7TT,,1356,1A,EWA,2,Central Washington ARC,18,1,G,59,0,85,144,950,
W7V,,3688,3AC,AZ,2,West Valley ARC (AZ),21,3,C,6,208,1081,1295,670,
W7VC,,460,1D,OR,2,Willamette Valley DX Club,1,1,C,62,0,81,143,50,
W7VMI,,954,2A,WWA,2,Vashon Maury Island RC,12,2,G,0,24,104,128,650,
W7VNE,,3710,2A,MT,2,Anaconda  ARC,6,2,G,815,0,100,915,250,
W7VOA,,900,1E,VA,2,,1,1,S,0,156,13,169,250,
W7VOI,,1806,2AC,ID,2,Voice of America ARC,3,2,C,0,414,0,414,150,
W7VW,AI7WU,3317,6A,OR,2,Klamath Basin ARA,15,6,G,0,503,10,513,1285,
W7W,,1978,3A,ID,2,3 Rivers ARC,20,3,B,281,0,152,433,550,
W7WA,,3866,1E,WWA,2,,1,1,G,904,0,0,904,250,
W7WIA,,596,1D,AZ,2,,1,1,C,0,128,17,145,50,Y
W7YG,,126,1D,WCF,2,,1,1,C,0,0,38,38,50,
W7YRC,,846,2F,AZ,2,Yavapai ARC,3,2,C,0,111,76,187,250,
W7YS,,1770,3A,AZ,2,Northern AZ DX Assn.,10,3,B,44,96,180,320,850,
W7Z,,1158,2A,NV,2,"Larry, Curly, Mo and a Radio",3,2,S,32,120,0,152,550,
W8AIT,,88,1D,MI,2,,1,1,C,0,3,13,16,50,
W8AJV,,880,1E,OH,5,Cuyahoga Falls ARC,1,1,B,0,73,0,73,150,
W8AL,N8XY,6690,2A,OH,2,Canton ARC,37,2,G,349,540,392,1281,2350,
W8AN,,1066,1D,OH,2,,1,1,C,229,0,0,229,150,
W8AWE (+W8DCQ),,1244,1B2,MI,2,Gratiot Co. Old Timers,2,1,G,184,0,129,313,250,
W8BAP,,960,4AC,OH,2,Scioto Valley ARC,16,4,C,28,4,141,173,550,
W8BI,,560,3AC,OH,2,Dayton ARA,6,3,C,0,16,23,39,450,
W8BM,,8326,5A,OH,2,Cuyahoga ARS,32,5,G,562,796,597,1955,1700,
W8BRY/M,,158,1C,AL,2,Shenandoah Valley ARC,1,1,B,0,0,4,4,150,
W8BXG,,2324,2AC,OH,2,Bearcat DX Club,17,2,C,111,21,673,805,450,
W8CCA,,3030,3A,OH,2,Coshocton Co. ARA,16,3,G,364,60,42,466,1250,
W8CDZ,,618,4A,MI,2,Copper Country Radio Amateur Assn.,43,4,G,15,31,42,88,350,
W8CO,,210,1D,MI,2,,1,1,C,0,40,0,40,50,
W8CRC,,2692,5A,OH,2,Crooked River ARC,25,5,G,40,104,233,377,1650,
W8CSO,AC8ZT,5114,9A,MI,2,North Ottawa ARC,28,9,G,356,480,90,926,1590,
W8CUL,KC8YUI,2888,5A,WV,2,WVUARC/MWA/MCARC,18,5,G,26,202,563,791,850,
W8CWO,KF8AVX,4266,4A,OH,2,Steubenville-Weirton ARC,23,4,B,249,211,368,828,1690,
W8DC,N5RAD,5007,2A,MI,2,Grand Rapids ARA,30,2,G,0,74,1078,1152,2555,
W8DGN,,3982,4D,OH,2,Bellbrook ARC,50,4,C,348,199,527,1074,740,
W8DYY,,2298,2D,OH,2,Mound ARA,12,2,C,0,354,206,560,470,
W8EDU,,2552,2A,OH,2,Case ARC of Case Western Reserve Univ.,35,2,B,100,218,5,323,1270,
W8EQ,KE8NRP,1040,3A,OH,2,Northwest OH ARC,21,3,G,0,1,38,39,960,
W8EWH,,330,1D,MI,2,Mad River RC,1,1,C,70,0,0,70,50,
W8EX,,1520,2E,OH,2,Southwest OH DX Assn.,6,2,G,104,105,92,301,500,
W8FW,WD8LOI,2804,5AC,OH,2,Miami Co. ARC,20,5,C,18,181,579,778,850,
W8FWY,,578,1E,OH,2,,1,1,B,82,0,0,82,250,
W8FY,KA8ZGE,3602,4F,OH,2,Van Wert ARC,15,4,C,0,216,974,1190,790,
W8GBH,,250,2F,OH,2,Eastern OH Amateur Wireless Assn.,12,2,C,0,0,50,50,150,
W8GK,KB2HSV,3777,4A,WV,2,Kanawha ARC,43,4,G,93,127,621,841,1655,
W8GO,,1652,4A,OH,2,Clinton Co. (OH) ARA,12,4,B,0,60,81,141,1250,
W8HAX,,332,1E,MI,2,,2,1,B,0,0,81,81,170,
W8HHF,,1614,4A,OH,2,Toledo Mobile Radio Assn.,25,4,G,0,200,132,332,550,
W8HN,,6282,5A,OH,2,Medina Co. ARC,35,5,G,701,584,146,1431,850,
W8HP,W8JXU,3054,4A,MI,2,Hazel Park ARC,57,4,G,72,180,318,570,1410,
W8ID,,1928,5A,OH,2,Seneca RC,26,5,G,2,21,43,66,1750,
W8JJ,,1856,1D,MI,2,Bay Area DXers,1,1,C,432,0,39,471,50,
W8JXN,,1194,3A,MI,2,Cascades ARS,12,3,G,27,3,302,332,470,
W8KRF,,1330,1E,OH,2,NOARS/LCARA,1,1,G,0,295,0,295,150,
W8KTN,,1100,1A,OH,2,Hardin Co. ARC,6,1,G,0,0,175,175,750,
W8LAP,,3102,3A,MI,2,Lapeer Co. ARA,7,3,G,395,0,336,731,850,
W8LBZ,,1498,3A,OH,2,Sandusky Radio Experimental League,7,3,G,0,101,272,373,550,
W8LKY,,1798,3A,OH,2,Alliance ARC,40,3,G,10,110,184,304,950,
W8LRK,,3718,5A,MI,2,Livingston AR Klub,29,5,G,86,324,314,724,1450,
W8LU,,386,1D,OH,2,,1,1,C,60,24,0,84,50,Y
W8MAA,KD8ONC,3228,3A,MI,2,Central MI ARC,73,3,G,286,158,126,570,1200,
W8MAI,W8KIT,4220,3A,MI,2,Blossomland ARA,31,3,G,285,299,192,776,1500,
W8MOP,N8VFR,1928,5A,WV,2,East River ARC,15,5,B,0,112,110,222,1260,
W8MRM,,2440,1A,MI,2,Motor City RC,35,1,G,196,0,203,399,1250,
W8MSC,,1194,1E,MI,2,,1,1,G,0,235,2,237,250,
W8NFR,,146,1D,OH,2,,1,1,C,0,24,0,24,50,
W8NGT,,66,1D,MI,2,,1,1,C,0,0,8,8,50,
W8NL,,1486,3A,OH,2,Morrow Co. ARS,8,3,B,4,85,60,149,1010,
W8NNC,,660,1B1B,OH,5,,1,1,B,51,0,0,51,150,
W8NOR,,354,1D,AZ,2,,1,1,C,76,0,0,76,50,
W8NP,WC8WVH,2917,2A,OH,2,Massillon ARC,46,2,G,141,51,577,769,995,
W8ORC,,3548,3AC,OH,2,Summit Co. ARC,10,3,C,41,346,625,1012,750,
W8ORS,,218,1D,WV,2,Opequon Radio Soc.,1,1,C,0,0,84,84,50,
W8PAR,,1784,3A,WV,2,Parkersburg AR Klub,25,3,G,168,102,57,327,590,
W8PI,W8DWL,6347,2A,MI,2,Monroe Co. Radio Comm. Assn.,28,2,G,523,130,440,1093,2855,
W8PIF,,2144,2A,MI,2,M&M ARC,25,2,G,27,136,521,684,450,
W8PU,,1766,4A,OH,2,Southern OH Friends of AR,26,4,B,165,33,132,330,710,
W8QLY,,10286,8A,OH,2,Mahoning Valley ARA,35,8,G,977,560,1044,2581,2050,
W8RP,W8PGW,10650,4A,MI,2,Arrow Comm. Assn.,125,4,G,1553,235,464,2252,2570,
W8RU,,118,1D,MI,2,Mad River RC,1,1,C,8,9,0,17,50,
W8RZ,,680,1B1,MI,2,,1,1,B,132,0,1,133,150,
W8SP,AE8K,9718,3A,WV,2,Mountaineer ARA,32,3,G,900,501,827,2228,2460,
W8SRD,,772,2A,OH,2,Williams Co. ARA,4,2,S,0,30,1,31,650,
W8T,KE8YGW,1540,3AC,OH,2,Ashland Area ARC,18,3,C,62,61,149,272,750,
W8TCM,,1364,3A,MI,2,Cherryland ARC,19,3,G,218,0,21,239,450,
W8TGB,,62,1D,MI,2,Hazel Park ARC,1,1,C,0,0,6,6,50,
W8TK,,6210,1E,AZ,2,Tortolita Radio Club,6,1,G,1415,0,0,1415,550,
W8TNO,W8KRS,7358,3A,MI,2,Oakland Co. ARS,16,3,G,857,310,570,1737,1550,
W8TQE,,2440,3A,MI,2,Adrian ARC,14,3,G,239,5,307,551,850,
W8UC,,818,1E,OH,2,,1,1,B,0,167,0,167,150,
W8UCO,N8IG,5744,2A,OH,2,Union Co. ARC,40,2,G,483,0,816,1299,2180,
W8UE,,2410,1E,MI,5,,1,1,B,226,0,0,226,150,
W8UF,,76,1D,OH,2,,1,1,C,0,0,13,13,50,
W8UFO,,210,1B1B,TN,5,,1,1,B,0,4,4,8,150,
W8UM,,1252,2A,MI,2,Univ. of Michigan ARC,6,2,G,0,0,191,191,870,
W8UPD,,488,2A,OH,2,University of Akron ARC,5,2,B,0,9,1,10,450,
W8VA,,1818,4F,WV,2,Tri-State ARA,25,4,G,7,89,87,183,1260,
W8VCO,,702,2A,OH,2,Vinton Co. ARC,3,2,B,2,0,72,74,550,
W8VP,,1606,3A,OH,2,Cambridge ARA,19,3,G,8,0,162,170,1250,
W8VPV,,3404,3A,OH,2,Cuyahoga Falls ARC,12,3,G,0,13,1096,1109,1160,
W8VTD,,7100,6A,OH,2,Warren ARA,30,6,G,345,578,979,1902,1450,
W8VVL,,1168,3F,OH,2,Queen City Em. Net,12,3,C,51,79,249,379,150,
W8VY,,1374,3F,MI,2,Kalamazoo ARC,20,3,C,92,127,124,343,250,Y
W8WKY,,3284,7A,OH,2,Silvercreek ARA,50,7,G,2,111,591,704,1650,
W8WOO,,4324,5F,OH,2,Wayne ARC,20,5,C,539,304,101,944,750,
W8WRC,KE8YZL,4228,5A,OH,2,Western Reserve ARC,29,5,G,0,102,970,1072,1880,
W8XRN,W8GCA,3592,3F,OH,2,Xenia Weather AR Net,28,3,G,0,462,57,519,1630,
W8YRC,,490,1D,MI,2,Lapeer Co. ARA,1,1,C,0,110,0,110,50,
W8ZDT,,3006,1D,MI,2,Bay Area DXers,1,1,C,739,0,0,739,50,
W8ZHO,W8W,2966,10A,MI,2,Muskegon Area AR Council,14,10,G,0,155,183,338,1980,
W8ZPF,,1826,2A,OH,2,CRES ARC,20,2,G,212,42,230,484,350,
W8ZX,,2950,4A,OH,2,Tusco ARC,20,4,G,196,9,370,575,1390,
"W8ZZ (W8RU, KC8VGG, ops)",,600,2B2,MI,2,Friends Having FD Fun,2,2,B,55,1,13,69,350,
W9AA,W9JPR,3265,3A,IL,2,Hamfesters Radio Club,26,3,G,222,140,186,548,1445,
W9ANL,,466,3A,IL,2,Argonne RC,4,3,G,0,0,58,58,350,
W9ASS,,62,1D,IL,2,,1,1,C,0,0,6,6,50,
W9AT,,378,1E,GA,2,North Shore RC,1,1,B,57,0,0,57,150,
W9AV (+W6RI),,6930,3B2,WI,2,CQ Octogenarians,2,3,G,814,756,0,1570,650,
W9AZ,,514,2D,IL,2,Kankakee Area Radio Soc.,6,2,C,74,0,84,158,50,
W9B,,1370,2E,WI,2,BC BBQ Club,6,2,G,0,179,57,236,540,
W9CET,,662,2A,WI,2,NB FDL Field Ops.,3,2,B,0,0,106,106,450,
W9CQ,,1622,4AC,WI,2,Wisconsin ARC,9,4,C,1,239,56,296,550,
W9CQO,AE9MY,8294,3A,WI,2,Ozaukee RC,20,3,G,1003,73,1040,2116,1910,
W9CRS,,388,1A,IL,2,Windy City ARS,10,1,B,0,7,5,12,350,
W9CSM,,214,1D,WTX,2,,4,1,C,0,0,7,7,200,
W9CTY,,124,1D,LAX,2,,1,1,C,0,0,37,37,50,
W9CVA,,856,3A,WI,2,Chippewa Valley ARC,15,3,B,55,26,41,122,450,
W9D,,1266,5A,IN,2,Randolph ARC (IN),8,5,B,0,76,6,82,950,
W9DH,,204,1D,IL,2,,1,1,C,0,0,77,77,50,
W9DHI,,1150,1D,WI,2,Ozaukee RC,1,1,C,0,275,0,275,50,
W9DKB,,1174,1B1,WI,2,,1,1,G,215,0,32,247,250,
W9DUA,,1746,4A,IL,2,Sangamon Valley RC,10,4,B,125,65,168,358,650,
W9DXP,,378,1E,TN,2,,1,1,B,0,44,26,70,150,
W9EAU,,896,2AC,WI,2,Eau Claire ARC,13,2,C,74,0,170,244,260,
W9EEU,,1150,1B1B,IL,5,,1,1,B,51,9,0,60,550,
W9EN,,3595,1B1B,AZ,5,,1,1,B,312,0,1,313,470,
W9EOC,,1132,2F,IN,2,Old Post ARS,31,2,C,0,0,516,516,100,
W9ERE,,274,1D,CO,2,,1,1,C,45,11,0,56,50,
W9ERT,,294,1A,OR,2,,3,1,B,0,0,22,22,250,
W9EX,,3392,4AC,IL,2,Central IL RC,18,4,C,434,197,109,740,650,
W9F,,1110,3A,IL,2,Northwest IL RC,5,3,G,52,0,26,78,850,Y
"W9FD (WA4PGM, N4UPX, ops)",,1068,1B2,VA,2,,2,1,B,213,0,33,246,150,
W9FEZ,,3106,2A,IN,2,Mizpah Shrine Radio Unit,5,2,G,113,380,142,635,850,
W9FHA,,690,1B1B,IN,5,,1,1,B,64,0,0,64,50,
W9FK,,2268,3A,WI,2,West Allis RAC,17,3,B,181,167,33,381,810,
W9FL,,362,1D,WI,2,,1,1,C,78,0,0,78,50,
W9FRG,,5406,5A,WI,2,LEFROG/MAARS,14,5,G,67,559,766,1392,1370,
W9G,KB9SZK,1046,5A,IL,2,Grundy Co. ARC,7,5,B,51,21,104,176,550,
W9GFD,,812,3A,IL,2,Knox Co. ARC,15,3,B,0,0,31,31,750,
W9GPB,,208,1E,IL,2,Bolingbrook ARS,1,1,B,0,0,29,29,150,
W9HHX,W9POG,1829,3A,IL,2,Milwaukee School of Engineering ARC,20,3,G,0,15,232,247,1305,
W9I,,5000,2A,WI,2,W/K ARC of Greater Milwaukee,12,2,G,350,427,561,1338,770,
W9IHW,,164,1E,WI,2,,1,1,B,0,0,7,7,150,
W9JA,,0,1D,WI,1,,1,1,C,0,241,0,241,0,Y
W9JCA,,1904,5A,IN,2,Jay Co. ARC,12,5,G,0,0,477,477,950,
W9JJA,,0,1D,WI,1,,1,1,C,0,231,0,231,0,Y
W9JSP,,430,1B1B,WI,5,West Allis RAC,1,1,B,0,8,0,8,350,
W9JXT,,818,1D,ORG,2,Desert RATS of Palm Springs,1,1,C,106,61,0,167,150,
W9JZ,,3226,6A,WI,2,Four Lakes ARC,15,6,G,337,141,122,600,1070,
W9KH,,554,1D,IL,2,,1,1,C,126,0,0,126,50,
W9KHH,,1114,1E,WI,2,Ozaukee RC,1,1,B,166,0,0,166,450,
W9KTP,,804,1E,IN,2,NWI DX Club,1,1,O,112,0,3,115,350,
W9LD,,510,1D,ID,2,,2,1,C,115,0,0,115,50,
W9LDX,,5590,1A,IN,2,Lafayette DX Assn.,10,1,G,654,287,238,1179,1350,
W9LRC,,792,4AC,WI,2,Lakeshore ARC,6,4,C,0,55,111,166,350,
W9MID,,354,5D,IN,2,Mid-State ARC,14,5,C,0,0,102,102,150,
W9MQB,KC9FYL,1756,2A,WI,2,Tri Co. ARC (WI),9,2,G,6,147,117,270,910,
W9MVA,W9FCC,9477,2A,WI,2,Mississippi Valley ARA,14,2,G,1000,437,1027,2464,1675,
W9MXQ,,322,1D,WI,2,Ozaukee RC,1,1,C,43,0,0,43,150,
W9N (+K9GCC),,686,2B2,WI,2,Tamiami ARC,2,2,B,0,35,73,108,400,
W9NA,,698,3A,WI,2,Wisconsin Valley Radio Assn.,10,3,B,0,0,124,124,450,
W9NE,W9CEQ,13128,8A,IL,2,Fox River Radio League,80,8,G,1342,621,1248,3211,2780,
W9NUE,,288,1A,WI,2,Calumet Co. ARES,3,1,G,0,0,19,19,250,
W9OB,K9UOK,3570,2A,IN,2,Henry Co. ARC,14,2,B,400,14,282,696,1350,
W9OG,K9SIR,4291,4F,IN,2,Tri-State ARS,25,4,G,426,243,215,884,1185,
W9OU,,1734,3A,IN,2,Northeastern IN ARA,14,3,B,91,1,108,200,1150,
W9PC,,3052,1A,IN,2,Wildcat Creek Contesters,4,1,G,431,0,229,660,870,
W9PIO,,142,1D,WI,2,Wolf River ARC,1,1,C,0,0,46,46,50,
W9REG,,4864,3A,IN,2,Tippecanoe ARA,10,3,B,718,140,121,979,1190,
W9RH,AB9C,1842,3A,WI,2,Milwaukee Radio Amateurs' Club,15,3,B,53,48,119,220,1200,
W9RWB,,582,1B1,IN,2,,1,1,B,0,33,0,33,450,
W9RWG,,3280,2B1B,IN,5,Michiana ARC,1,2,B,0,250,20,270,680,
W9SCT,,650,1E,NTX,2,Cove Repeater Assn.,1,1,G,0,100,0,100,250,
W9SJB,,492,2A,AZ,2,Senator Wash Desert Ratt Pack ARG,3,2,B,0,0,71,71,350,
W9SRC,,1036,5A,IL,2,Suburban Technical ARS,5,5,B,4,0,35,39,950,
W9SU,W9RCA,20272,4A,IN,2,Indy United ARC,32,4,G,1923,267,2536,4726,6440,
W9SW,K9ASM,2230,3A,IL,2,Chicago Suburban Radio Assn,23,3,G,53,49,226,328,1370,
W9TAL,KB9EZZ,2722,2A,IL,2,American Legion Post 33 ARC,23,2,B,0,312,12,324,1450,
W9TCV,,680,1B1,NFL,2,,1,1,B,0,0,40,40,600,
W9TE,,3622,6A,IN,2,Ft. Wayne Radio Club,34,6,G,355,20,566,941,990,
W9TS,,3280,1E,IL,5,,1,1,B,303,0,0,303,250,
W9TTD,,88,3A,IN,2,Tinman Acres ARC,3,3,B,0,0,9,9,70,
W9TTY,,250,1B1,MI,2,,1,1,B,0,25,0,25,150,
W9TY,,4708,2E,IL,2,Metro DX Club,9,2,G,981,58,101,1140,350,
W9UP,AB9NE,4342,6A,WI,2,Riverland ARC,17,6,G,176,296,182,654,2090,
W9UUU,,3204,4A,IN,2,Wabash Valley ARA,12,4,G,323,101,129,553,1250,
W9UVI,,742,3A,IL,2,Peoria Area ARC,3,3,B,0,33,30,63,550,
W9VCF,,430,2F,IN,2,Madison Co. (IN) ARC,10,2,C,65,0,0,65,170,
W9VM,,114,1D,IN,2,,1,1,C,0,0,32,32,50,
W9VMW,,1470,3F,IN,2,Cass Co. ARC,12,3,C,0,0,360,360,750,
W9VRC,,3242,5A,WI,2,Vilas Co. ARC,7,5,B,0,189,543,732,1400,
W9VT,N9WDG,1624,4F,IL,2,Tri-Town RAC,8,4,C,0,47,83,130,1270,
W9WCA,K9WCA,1524,2A,WI,2,Wood Co. ARES/RACES,10,2,B,133,0,21,154,950,
W9WWI,W9JBQ,1942,3A,IN,2,Clark Co. (IN) ARC,7,3,B,0,178,290,468,650,
W9XAN,,290,1B1,WI,2,,1,1,B,0,0,20,20,250,
W9XG,NA9Q,6316,3F,IL,2,River Bend Wireless Operators Club,28,3,C,698,506,200,1404,1100,
W9XS,,4042,1D,IL,2,,1,1,C,998,0,0,998,50,
W9XU,,2410,1E,WI,2,,1,1,G,540,0,0,540,250,
W9Y,W9YRC,4212,2F,IL,2,York Radio Club,22,2,C,287,57,728,1072,1380,
W9YOY,,446,1C,MI,2,,1,1,G,0,88,22,110,50,
W9ZL,,790,2A,WI,2,Fox Cities ARC,15,2,G,0,15,140,155,450,
WA0AW,,170,1D,MO,2,,1,1,C,0,30,0,30,50,
WA0EJX,,110,1D,CO,2,,1,1,C,15,0,0,15,50,
WA0ELA,,264,1E,CO,2,,1,1,B,0,25,7,32,150,
WA0GUD,,295,2AC,IA,2,Coon Valley ARC,6,2,C,0,0,60,60,175,
WA0LIF,,306,1D,MN,2,Minnesota Wireless Assn.,1,1,C,22,42,0,64,50,
WA0LIS,,312,1D,IL,2,,2,1,C,64,0,3,67,50,
WA0LPV,,450,1D,MN,2,,1,1,C,0,100,0,100,50,
WA0PFC,,190,1D,UT,2,,1,1,C,0,0,70,70,50,
WA0RC,,1258,2A,KS,2,Waypoint ARC,21,2,G,25,174,106,305,250,
WA0RES,,1534,3A,CO,2,Adams-Arapahoe Co. ARES,14,3,B,38,7,2,47,1350,
WA0SDO,,1292,3F,MO,2,Sedalia Pettis AR Klub,23,3,G,0,0,46,46,1200,
WA0VPJ,,388,1B1,MN,2,,1,1,G,0,47,25,72,150,
WA1CST,,606,3A,TN,2,Cookeville Repeater Assn.,6,3,B,0,34,10,44,450,
WA1ENO,,2330,1E,EMA,2,Ski Country ARC,2,1,G,0,0,1040,1040,250,
WA1FMM,,676,1D,CO,2,,1,1,C,151,0,11,162,50,
WA1INC,,250,1D,CT,2,,1,1,C,0,50,0,50,50,
WA1KPD,,82,1D,ME,2,,1,1,C,0,8,0,8,50,
WA1KPR,,222,1D,RI,2,,1,1,C,0,0,86,86,50,
WA1N,,180,1E,NH,2,Granite State ARA,1,1,G,0,0,15,15,150,
WA1QKT,,330,1E,WMA,2,Hampden Co. Radio Assn.,1,1,B,0,0,40,40,250,
WA1RIW,,258,1D,EMA,2,Whitman ARC,1,1,C,0,52,0,52,50,
WA1USA,,3150,2F,RI,2,RICOMU/RIEMA,9,2,C,67,330,131,528,1300,
WA1VKO,,350,1D,NH,2,,1,1,C,0,0,150,150,50,
WA1YZN,,278,1E,NH,2,Cheshire Co. DX ARC,1,1,B,0,32,0,32,150,
